	input_shape	num_hidden_layers	layer_shape	output_activation_function	regularization_function	regularization_lambda	update_function	update_momentum	update_learning_rate	negative_threshold	positive_negative_ratio	training_data_filename	multi_instance	training_script_filename	training_cases	machine_platform	random_seed	total_trained_epochs	trained_network_hash	train_directory	sneg_type	Negative Training Description	epoch	r2_drug-matrix	r2_drug-matrix-known-values	r2_test	r2_train	binary-auc-t5.0-precision-recall_drug-matrix	binary-auc-t5.0-precision-recall_test	binary-auc-t5.0-precision-recall_train	binary-auc-t5.0-tpr-fpr_drug-matrix	binary-auc-t5.0-tpr-fpr_test	binary-auc-t5.0-tpr-fpr_train	binary-auc-t6.0-precision-recall_drug-matrix	binary-auc-t6.0-precision-recall_test	binary-auc-t6.0-precision-recall_train	binary-auc-t6.0-tpr-fpr_drug-matrix	binary-auc-t6.0-tpr-fpr_test	binary-auc-t6.0-tpr-fpr_train	hamming-loss-Negative_binary-5.0_drug-matrix	hamming-loss-Negative_binary-5.0_test	hamming-loss-Negative_binary-5.0_train	hamming-loss-Negative_binary-6.0_drug-matrix	hamming-loss-Negative_binary-6.0_test	hamming-loss-Negative_binary-6.0_train	hamming-loss-Positive_binary-5.0_drug-matrix	hamming-loss-Positive_binary-5.0_test	hamming-loss-Positive_binary-5.0_train	hamming-loss-Positive_binary-6.0_drug-matrix	hamming-loss-Positive_binary-6.0_test	hamming-loss-Positive_binary-6.0_train	labeled-f1.0--Negative--_binary-5.0_drug-matrix	labeled-f1.0--Negative--_binary-5.0_test	labeled-f1.0--Negative--_binary-5.0_train	labeled-f1.0--Negative--_binary-6.0_drug-matrix	labeled-f1.0--Negative--_binary-6.0_test	labeled-f1.0--Negative--_binary-6.0_train	labeled-f1.0--Positive--_binary-5.0_drug-matrix	labeled-f1.0--Positive--_binary-5.0_test	labeled-f1.0--Positive--_binary-5.0_train	labeled-f1.0--Positive--_binary-6.0_drug-matrix	labeled-f1.0--Positive--_binary-6.0_test	labeled-f1.0--Positive--_binary-6.0_train	labeled-f2.0--Negative--_binary-5.0_drug-matrix	labeled-f2.0--Negative--_binary-5.0_test	labeled-f2.0--Negative--_binary-5.0_train	labeled-f2.0--Negative--_binary-6.0_drug-matrix	labeled-f2.0--Negative--_binary-6.0_test	labeled-f2.0--Negative--_binary-6.0_train	labeled-f2.0--Positive--_binary-5.0_drug-matrix	labeled-f2.0--Positive--_binary-5.0_test	labeled-f2.0--Positive--_binary-5.0_train	labeled-f2.0--Positive--_binary-6.0_drug-matrix	labeled-f2.0--Positive--_binary-6.0_test	labeled-f2.0--Positive--_binary-6.0_train	matthews-corrcoef_binary-5.0_drug-matrix	matthews-corrcoef_binary-5.0_test	matthews-corrcoef_binary-5.0_train	matthews-corrcoef_binary-6.0_drug-matrix	matthews-corrcoef_binary-6.0_test	matthews-corrcoef_binary-6.0_train
0	4096	3	[1024, 2048, 3072]	sigmoid			nesterov_momentum			5.0	0.25	train_ts2012_chembl20_MWmax800_scrubDM_minpos10_cutoff5.hdf5	True	classification_negs_rm.py	296190	Linux-2.6.32-754.6.3.el6.centos.plus.x86_64-x86_64-with-centos-6.10-Final	[42, 42.0]	299	Dhv4IJeSmHFDiEpmxc6Y5g==	/srv/home/ecaceres/data_save_folders/output/20180815_Paper_Retrains/trained_nets/classification_negs_rm/CLASSIFIER_NEG_RM_SMA_RATIOS_LR03/fold_0/pnr_0.25	1	Stochastic Negatives	0	0.00255057205327	0.00607288966203	0.0776129899707	0.0560001073185	0.0611163004568	0.43356729111	0.638860863762	0.45131802733	0.269369731657	0.366334350294	0.0335114814263	0.306090141478	0.459566412689	0.443815850731	0.274014644026	0.371180552015	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963133014562	0.59853121175	0.429035309976	0.979668221738	0.727777777778	0.616341422827	0.0	0.0	0.0	0.0	0.0	0.0	0.942289392965	0.482343657526	0.31956061387	0.967861217935	0.625596943649	0.501011099482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	4096	3	[1024, 2048, 3072]	sigmoid			nesterov_momentum			5.0	0.25	train_ts2012_chembl20_MWmax800_scrubDM_minpos10_cutoff5.hdf5	True	classification_negs_rm.py	296190	Linux-2.6.32-754.6.3.el6.centos.plus.x86_64-x86_64-with-centos-6.10-Final	[42, 42.0]	299	Dhv4IJeSmHFDiEpmxc6Y5g==	/srv/home/ecaceres/data_save_folders/output/20180815_Paper_Retrains/trained_nets/classification_negs_rm/CLASSIFIER_NEG_RM_SMA_RATIOS_LR03/fold_0/pnr_0.25	1	Stochastic Negatives	129	0.133521741826	0.204632505275	0.128215738587	0.0924677983996	0.278240713962	0.790528891404	0.840658548484	0.772789938896	0.773182265948	0.687188789966	0.25242668091	0.674987881508	0.701734227414	0.848488237053	0.778772394454	0.678111304275	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963133014562	0.59853121175	0.429035309976	0.979668221738	0.727777777778	0.616341422827	0.0	0.0	0.0	0.0	0.0	0.0	0.942289392965	0.482343657526	0.31956061387	0.967861217935	0.625596943649	0.501011099482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	4096	3	[1024, 2048, 3072]	sigmoid			nesterov_momentum			5.0	0.25	train_ts2012_chembl20_MWmax800_scrubDM_minpos10_cutoff5.hdf5	True	classification_negs_rm.py	296190	Linux-2.6.32-754.6.3.el6.centos.plus.x86_64-x86_64-with-centos-6.10-Final	[42, 42.0]	299	Dhv4IJeSmHFDiEpmxc6Y5g==	/srv/home/ecaceres/data_save_folders/output/20180815_Paper_Retrains/trained_nets/classification_negs_rm/CLASSIFIER_NEG_RM_SMA_RATIOS_LR03/fold_0/pnr_0.25	1	Stochastic Negatives	146	0.131606958605	0.206172686188	0.125514404186	0.0923334922071	0.272277633	0.790920807936	0.840935222545	0.770978840983	0.774468177964	0.687105509283	0.248452549739	0.681118567657	0.702981120299	0.848962288396	0.781149711793	0.678604002108	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963133014562	0.59853121175	0.429035309976	0.979668221738	0.727777777778	0.616341422827	0.0	0.0	0.0	0.0	0.0	0.0	0.942289392965	0.482343657526	0.31956061387	0.967861217935	0.625596943649	0.501011099482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	4096	3	[1024, 2048, 3072]	sigmoid			nesterov_momentum			5.0	0.25	train_ts2012_chembl20_MWmax800_scrubDM_minpos10_cutoff5.hdf5	True	classification_negs_rm.py	296190	Linux-2.6.32-754.6.3.el6.centos.plus.x86_64-x86_64-with-centos-6.10-Final	[42, 42.0]	299	Dhv4IJeSmHFDiEpmxc6Y5g==	/srv/home/ecaceres/data_save_folders/output/20180815_Paper_Retrains/trained_nets/classification_negs_rm/CLASSIFIER_NEG_RM_SMA_RATIOS_LR03/fold_0/pnr_0.25	1	Stochastic Negatives	152	0.133457172112	0.20859804874	0.129978287474	0.0917355349546	0.278076805611	0.792785340681	0.840422537525	0.771872910323	0.77696986134	0.686356677206	0.256852948334	0.681278710565	0.702339780026	0.850364805039	0.781635768811	0.678185917916	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963133014562	0.59853121175	0.429035309976	0.979668221738	0.727777777778	0.616341422827	0.0	0.0	0.0	0.0	0.0	0.0	0.942289392965	0.482343657526	0.31956061387	0.967861217935	0.625596943649	0.501011099482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	4096	3	[1024, 2048, 3072]	sigmoid			nesterov_momentum			5.0	0.25	train_ts2012_chembl20_MWmax800_scrubDM_minpos10_cutoff5.hdf5	True	classification_negs_rm.py	296190	Linux-2.6.32-754.6.3.el6.centos.plus.x86_64-x86_64-with-centos-6.10-Final	[42, 42.0]	299	Dhv4IJeSmHFDiEpmxc6Y5g==	/srv/home/ecaceres/data_save_folders/output/20180815_Paper_Retrains/trained_nets/classification_negs_rm/CLASSIFIER_NEG_RM_SMA_RATIOS_LR03/fold_0/pnr_0.25	1	Stochastic Negatives	157	0.13339181907	0.208961673596	0.12240092867	0.0924948130111	0.275834216593	0.791803366232	0.841352726544	0.770782086901	0.774550788069	0.687462161361	0.25352292935	0.680086346114	0.70344045028	0.848488856048	0.778353326063	0.678928449207	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963133014562	0.59853121175	0.429035309976	0.979668221738	0.727777777778	0.616341422827	0.0	0.0	0.0	0.0	0.0	0.0	0.942289392965	0.482343657526	0.31956061387	0.967861217935	0.625596943649	0.501011099482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	4096	3	[1024, 2048, 3072]	sigmoid			nesterov_momentum			5.0	0.25	train_ts2012_chembl20_MWmax800_scrubDM_minpos10_cutoff5.hdf5	True	classification_negs_rm.py	296190	Linux-2.6.32-754.6.3.el6.centos.plus.x86_64-x86_64-with-centos-6.10-Final	[42, 42.0]	299	Dhv4IJeSmHFDiEpmxc6Y5g==	/srv/home/ecaceres/data_save_folders/output/20180815_Paper_Retrains/trained_nets/classification_negs_rm/CLASSIFIER_NEG_RM_SMA_RATIOS_LR03/fold_0/pnr_0.25	1	Stochastic Negatives	163	0.129378201	0.203480976265	0.131238328826	0.0941324236923	0.272487112076	0.794026713846	0.841845425228	0.771369781953	0.774987218814	0.688457942053	0.247515803822	0.684533660577	0.704478008426	0.848234180054	0.779756971491	0.680312146211	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963133014562	0.59853121175	0.429035309976	0.979668221738	0.727777777778	0.616341422827	0.0	0.0	0.0	0.0	0.0	0.0	0.942289392965	0.482343657526	0.31956061387	0.967861217935	0.625596943649	0.501011099482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	4096	3	[1024, 2048, 3072]	sigmoid			nesterov_momentum			5.0	0.25	train_ts2012_chembl20_MWmax800_scrubDM_minpos10_cutoff5.hdf5	True	classification_negs_rm.py	296190	Linux-2.6.32-754.6.3.el6.centos.plus.x86_64-x86_64-with-centos-6.10-Final	[42, 42.0]	299	Dhv4IJeSmHFDiEpmxc6Y5g==	/srv/home/ecaceres/data_save_folders/output/20180815_Paper_Retrains/trained_nets/classification_negs_rm/CLASSIFIER_NEG_RM_SMA_RATIOS_LR03/fold_0/pnr_0.25	1	Stochastic Negatives	168	0.13079533349	0.207792711975	0.130064076159	0.0940979308334	0.274603073298	0.795369139849	0.842026286891	0.769157827674	0.777509165046	0.688467078506	0.253099117935	0.683294902659	0.705069333226	0.848138020556	0.781615516436	0.680322446023	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963133014562	0.59853121175	0.429035309976	0.979668221738	0.727777777778	0.616341422827	0.0	0.0	0.0	0.0	0.0	0.0	0.942289392965	0.482343657526	0.31956061387	0.967861217935	0.625596943649	0.501011099482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	4096	3	[1024, 2048, 3072]	sigmoid			nesterov_momentum			5.0	0.25	train_ts2012_chembl20_MWmax800_scrubDM_minpos10_cutoff5.hdf5	True	classification_negs_rm.py	296190	Linux-2.6.32-754.6.3.el6.centos.plus.x86_64-x86_64-with-centos-6.10-Final	[42, 42.0]	299	Dhv4IJeSmHFDiEpmxc6Y5g==	/srv/home/ecaceres/data_save_folders/output/20180815_Paper_Retrains/trained_nets/classification_negs_rm/CLASSIFIER_NEG_RM_SMA_RATIOS_LR03/fold_0/pnr_0.25	1	Stochastic Negatives	299	0.122195551023	0.192330193886	0.125575510082	0.0926785250766	0.259374871304	0.794496046525	0.841601846511	0.765909652205	0.775124382762	0.688977017708	0.234166183812	0.686401595291	0.703694218065	0.842169224066	0.778906371709	0.680094015393	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963133014562	0.59853121175	0.429035309976	0.979668221738	0.727777777778	0.616341422827	0.0	0.0	0.0	0.0	0.0	0.0	0.942289392965	0.482343657526	0.31956061387	0.967861217935	0.625596943649	0.501011099482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	4096	3	[1024, 2048, 3072]	sigmoid			nesterov_momentum			5.0	0.25	train_ts2012_chembl20_MWmax800_scrubDM_minpos10_cutoff5.hdf5	True	classification_negs_rm.py	296190	Linux-2.6.32-754.6.3.el6.centos.plus.x86_64-x86_64-with-centos-6.10-Final	[42, 42.0]	299	Dhv4IJeSmHFDiEpmxc6Y5g==	/srv/home/ecaceres/data_save_folders/output/20180815_Paper_Retrains/trained_nets/classification_negs_rm/CLASSIFIER_NEG_RM_SMA_RATIOS_LR03/fold_0/pnr_0.25	1	Stochastic Negatives	179	0.129416353419	0.206215334822	0.131891387429	0.0933960710958	0.268790404774	0.795154447492	0.841846455711	0.769360859427	0.777002593646	0.688874922388	0.244839314959	0.686694025339	0.704197150073	0.84740663782	0.782237108584	0.680239265414	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963133014562	0.59853121175	0.429035309976	0.979668221738	0.727777777778	0.616341422827	0.0	0.0	0.0	0.0	0.0	0.0	0.942289392965	0.482343657526	0.31956061387	0.967861217935	0.625596943649	0.501011099482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	4096	3	[1024, 2048, 3072]	sigmoid			nesterov_momentum			5.0	0.25	train_ts2012_chembl20_MWmax800_scrubDM_minpos10_cutoff5.hdf5	True	classification_negs_rm.py	296190	Linux-2.6.32-754.6.3.el6.centos.plus.x86_64-x86_64-with-centos-6.10-Final	[42, 42.0]	299	Dhv4IJeSmHFDiEpmxc6Y5g==	/srv/home/ecaceres/data_save_folders/output/20180815_Paper_Retrains/trained_nets/classification_negs_rm/CLASSIFIER_NEG_RM_SMA_RATIOS_LR03/fold_0/pnr_0.25	1	Stochastic Negatives	60	0.12627080022	0.195519862079	0.135375382973	0.088363791737	0.270153259447	0.781794046425	0.835935150678	0.767441133887	0.752525063594	0.676341690946	0.242458491009	0.668774780239	0.697090865448	0.842042679997	0.766571116996	0.669704383507	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963133014562	0.59853121175	0.429035309976	0.979668221738	0.727777777778	0.616341422827	0.0	0.0	0.0	0.0	0.0	0.0	0.942289392965	0.482343657526	0.31956061387	0.967861217935	0.625596943649	0.501011099482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
